ID,premise_english,hypothesis_english,original_label,assigned_phenomenon
ANLI8683,Increased liabilities will add a little to the cost of marine insurance but commercial vessels insured in mutual protection and indemnity associations will probably see no substantive increase in insurance rates because coverage already provided by mutual associations is unlimited.,"Unlimited marine insurance is not available to individuals, only to commercial vessels. ",Neutral,modality
ANLI9726,"It is a country place about a hundred miles from here .<br>Pine Valley is its name .<br>It 's restful and homey , and the people are so nice .<br>If you like , I 'll give you the address of the family I boarded with . ''<br>`` Thank you , '' said Constance indifferently .<br>`` I might as well go there as anywhere else . ''<br>`` Yes , but listen to me , dear .<br>Do n't take your morbidness with you .<br>Open your heart to the summer , and let its sunshine in , and when you come back in the fall , come prepared to let us all be your friends .",Constance was not showing interest in the conversation or the subject matter.,Entailment,modality
ANLI9795,How to choose ibs friendly beverages<br>Be aware of your triggers. Ibs is a very hard condition to manage and control. Everyone has different symptoms and may have different triggers.,Ibs sufferers should only drink water,Neutral,modality
ANLI9981,"New Day is a 1949 book by Jamaican author V. S. Reid. It was Reid's first novel. ""New Day"" deals with the political history of Jamaica as told by a character named Campbell, who is a boy at the time of the Morant Bay Rebellion (in 1865) and an old man during its final chapters. It may have been the first novel to use Jamaican vernacular as its language of narration.",New Day is a 1949 book by Jamaican author V. S. Reid. It is over 46 years old,Entailment,modality
ANLI10142,"I believe that history will show after the vote is taken in the House of Commons, that those who for whatever reason vote against this treaty will in 25 or 30 years from now be judged by the Canadian people, that while their opinions may have been right or wrong, they were on the wrong side in opposing this treaty.",The vote for the treaty is between 25 and 30 years old. ,Contradiction,modality
ANLI10498,"Dopamine is the fifth studio album by American rock band Third Eye Blind, released on June 16, 2015. It is the band's first studio album since 2009's ""Ursa Major."" The album's first single, ""Everything Is Easy,"" was released on May 8, 2015, along with a cover version of the Beyoncé song ""Mine."" The album debuted at No. 13 on the Billboard 200, selling over 21,000 copies in its first week.",The album starts with a D,Entailment,modality
ANLI10816,"Raymond signed with the Giants practice squad Tuesday. The Giants are lacking depth in the receiving corps after adding Brandon Marshall (ankle), Odell Beckham (ankle) and Dwayne Harris (foot) to injured reserve this week. As a result, Ed Eagan was promoted to the Giants active roster Tuesday, opening up a spot for Raymond on the practice squad. Should the Giants suffer any more injuries, the 23-year-old could find himself on the active roster as well.",Ed Eagan played on the active roster,Entailment,modality
ANLI10871,"Canelo Álvarez vs. Julio César Chávez Jr. was a professional boxing fight held on May 6, 2017 at the T-Mobile Arena in Paradise, Nevada, part of the Las Vegas metropolitan area. Álvarez was declared the winner by unanimous decision, having been judged the winner of all 12 rounds by each of the three ringside judges.",Canelo Álvarez vs. Julio César Chávez Jr. was held after 2016,Entailment,modality
ANLI10878,"Have you always coveted Kate Moss’ devil-may-care, rock star hair? Hell, I know I have. Well, the going just got a little easier, folks. News has it that James Brown, Moss’ long-time hair stylist and friend, has just launched a brand new, on-the-cheap line of hair products sold at boots.com. Starting at £5.99 per product, which equals out to about ten bucks, this may just be the best drugstore news I’ve heard in months. So get thee onto the site asap to bring some of that Moss magic into your life.",The hair product isn't cheap.,Contradiction,modality
ANLI11022,"Patrick Henry Pearse (also known as Pádraic or Pádraig Pearse; Irish: ""Pádraig Anraí Mac Piarais"" ; An Piarsach; 10 November 1879 – 3 May 1916) was an Irish teacher, barrister, poet, writer, nationalist and political activist who was one of the leaders of the Easter Rising in 1916. Following his execution along with fifteen others, Pearse came to be seen by many as the embodiment of the rebellion.",Pearse died of natural causes.,Contradiction,modality
ANLI11075,"Prolonged exposure to UV-B light can cause sunburn, and there are worries that damage to the ozone layer may lead to an increase in the incidence of skin cancer.",skin cancer correlates to the ozon layer,Neutral,modality
ANLI11261,How to treat dermal filler infections<br>Identify symptoms of infection. You should monitor your skin for any signs of infection after your dermal fillers. Notice any pain or tenderness that is accompanied by warm skin and swelling near the injection site.,Dermal fillers infections may be accompanied by inflammation,Neutral,modality
ANLI11379,"Big Data is an American electronic music project created by producer, Alan Wilkis. Big Data is best known for its single ""Dangerous"", featuring Joywave, which reached number one on the ""Billboard"" Alternative Songs chart in August 2014, and was certified gold by the RIAA in May 2015.",Big Data was a project created by Joywave.,Contradiction,modality
ANLI11660,"How to treat musculoskeletal pain without surgery<br>Take it easy. When you first notice any musculoskeletal pain, you should take it easy and rest your sore muscles. This means abstaining from exercise, strenuous activity, or any other activity that will overwork your muscles.","To treat MSK pain surgically, first rest the muscles.",Contradiction,modality
ANLI11748,"How to recover from a vasectomy<br>Expect mild swelling and pain. After surgery, you will probably have some pain and swelling in your scrotum. You may also notice some fluid leaking from the incision site after surgery.",surgery contains a g,Entailment,modality
ANLI12424,"How to recover from a vasectomy<br>Expect mild swelling and pain. After surgery, you will probably have some pain and swelling in your scrotum. You may also notice some fluid leaking from the incision site after surgery.",surgery is performed by a surgeon,Entailment,modality
ANLI12898,"""Oh My"" is a song by American hip hop artist DJ Drama, released on May 13, 2011, as the lead single from his third studio album ""Third Power"". The song was produced by frequent collaborator Drumma Boy and features rappers Fabolous, Roscoe Dash and Wiz Khalifa. The song peaked at #18 on the ""Billboard"" and #12 on the Top R&B/Hip-Hop Songs, making it the most successful song for DJ Drama to date.",Most people have not heard of the song Oh My.,Neutral,modality
ANLI13120,"It might also publisher -- what the publisher pays for your prospective work, Justice Breyer. We -- the Copyright Clause incentive provides incentives not just for -- not just to the creators, but to the disseminators, the publishers, the broadcasters, the film companies.",Justice Breyer is a publisher.,Contradiction,modality
ANLI13150,"Medesano is a ""comune"" (municipality) in the Province of Parma in the Italian region Emilia-Romagna, located about 100 km northwest of Bologna and about 15 km southwest of Parma. As of 31 May 2007, it had a population of 10,221 and an area of 88.8 km2 .",Municipality and comune mean the the same thing.,Entailment,modality
ANLI13391,"Have you always coveted Kate Moss’ devil-may-care, rock star hair? Hell, I know I have. Well, the going just got a little easier, folks. News has it that James Brown, Moss’ long-time hair stylist and friend, has just launched a brand new, on-the-cheap line of hair products sold at boots.com. Starting at £5.99 per product, which equals out to about ten bucks, this may just be the best drugstore news I’ve heard in months. So get thee onto the site asap to bring some of that Moss magic into your life.",Kate Moss has launched her own hair product line.,Contradiction,modality
ANLI13406,"Jack's Place is an American drama series that aired from May 26, 1992 to July 13, 1993 on ABC. The series was about a retired jazz musician named Jack Evans (Hal Linden) who runs a restaurant where romances tend to start. The waitress, Chelsea, was played by Finola Hughes and the bartender Greg was played by John Dye.",The series was about a retired jazz musician named Jackie Evans.,Contradiction,modality
ANLI13940,"William Thomas Harris (December 3, 1931 – May 28, 2011) was a Canadian pitcher in Major League Baseball who played for the Brooklyn and the Los Angeles Dodgers teams. Listed at 5 ft , 187 lb , Harris batted left-handed and threw right-handed. Born in Duguayville, New Brunswick, he attended Dorchester School.",William Thomas Harris was a Canadian pitcher who batted left-handed for Duguayville,Neutral,modality
ANLI14141,"How to make a marble mirror cake<br>Preheat the oven to 350 f. Beat the cake mix, butter and milk on medium-high speed. Add in the eggs one at a time until fully mixed. Then, beat on high for two minutes.",Sprinkles should be added to the cake.,Neutral,modality
ANLI14286,The National Park Trust identified 20 high-priority sites - including the Blue Ridge Parkway in North Carolina and Virginia and Everglades National Park in Florida - as areas with private property that could be sold.,Blue Ridge Parkway is in North Carolina and Virginia.,Entailment,modality
ANLI14347,"John L. Rogers, 76, of Godfrey, died at 8:45 a.m. Tuesday, May 1, 2018, at Rosewood Care Center in Alton. Visitation will be from 5-8 p.m. Friday, May 4, at Marquette Catholic High School. A Mass of Christian burial will be at 10 a.m. Saturday, May 5, at St. Ambrose Catholic Church in Godfrey. Father Steven Janoski will officiate. Burial will be at St. Patrick's Cemetery in Godfrey. Gent Funeral Home in Alton is in charge arrangements.",Gent Funeral Home is responsible for John's death,Contradiction,modality
ANLI14410,"Alan Mulally, Boeing's head of the unit, said at the start of the strike that it may cause delivery delays that would give Airbus SAS an advantage in what is the strongest commercial aircraft market in five years.",The strike will cause delivery delays,Neutral,modality
ANLI14664,"That the subcommittee on Corrections and Conditional Release Act be granted authority to travel to Edmonton, Regina and Winnipeg during the week of April 19, 1999, to Kingston and Toronto during the week of May 10, 1999 and to Montreal and region during the week of May 24, 1999 and that the necessary staff accompany it.",The subcommittee will take 4 trips in the spring of 1999,Contradiction,modality
ANLI14851,How to multiply fractions<br>Write out the problem. The two fractions should be written down so that their numerators are aligned with their denominators. [substeps] Ex : 2/4 * 2/4 Multiply the numerators of the two fractions.,Multiply the denominators.,Contradiction,modality
ANLI14904,"Donald Jay Rickles (May 8, 1926 – April 6, 2017) was an American stand-up comedian, actor, and author. He became well known as an insult comic. His prominent film roles included ""Run Silent, Run Deep"" (1958) with Clark Gable and ""Kelly's Heroes"" (1970) with Clint Eastwood, and beginning in 1976 he enjoyed a two-year run starring in the NBC television sitcom ""C.P.O. Sharkey"".",Someone will do a story about Donald Rickles life.,Neutral,modality
ANLI14911,"A bid topping $17.7 billion was jointly proffered by Time Warner Inc. and Comcast Corporation on Thursday to buy beleaguered Adelphia Communications Corporation in an industry consolidation move. Adelphia is the fifth largest cable service provider in the United States with nearly 5 million subscribers. The market-share grabbing bid trumps the previous Cablevision offer of $16.5 billion. The bid is under scrutiny by the presiding judge over the Adelphia's Chapter 11 bankruptcy filing, and must also be approved by the company's creditors owed in the range of $20 million.",Adelphia is not the ninth largest cable service provider in the United States with nearly 5 million subscribers.,Entailment,modality
ANLI15034,How to multiply fractions<br>Write out the problem. The two fractions should be written down so that their numerators are aligned with their denominators. [substeps] Ex : 2/4 * 2/4 Multiply the numerators of the two fractions.,Add the numerators.,Contradiction,modality
ANLI15634,"Ilse von Glatz (August 21, 1958 – May 2, 2014) was a Canadian actress who played an Advocate in the 1988 science fiction TV series ""War of the Worlds"". She also worked in ""The Mind of Simon Foster"" (episode of ""the 1985 version of The Twilight Zone""). She also appeared in at least one episode of """" in 1989.",Ilse von Glatz was an advocate in real life,Neutral,modality
ANLI15692,"Mr. Speaker, since the Federal Court's McGillis ruling has laid the board's independence open to question, the departments, the ministers and the secretaries of state must realize that they would be jeopardizing the very independence of the Copyright Board and the principle of equity itself.",mcgillis ruling damaged their reputation.,Entailment,modality
ANLI16945,"How to braise lettuce<br>Prepare the lettuce. First take sweet romaine lettuce and discard any wilting or unhealthy looking leaves. Using a sharp knife, cut ½ of stem off the lettuce.",You should use romaine lettuce for braising.,Entailment,modality
ANLI17319,The Hotline<br>Because someone close to Dani had taken his life she helped others. She volunteered at a suicide prevention hotline. It was hard for her sometimes but mostly she was glad she did it. She never thought she would ever be in that situation in her life. She just figures that maybe she could help someone choose differently.,Dani has helped someone choose differently by volunteering at the suicide prevention hotline. ,Neutral,modality
ANLI17592,"The East–West Shrine Game is an annual postseason college football all-star game played each January since 1925. The game is sponsored by the fraternal group Shriners International, and the net proceeds are earmarked to some of the Shrine's charitable works, most notably the Shriners Hospitals for Children. The game's slogan is ""Strong Legs Run That Weak Legs May Walk"".",College Football all-star game players play in the East-West Shrine Game.,Entailment,modality
ANLI18332,"Matthew Thomas Ryan (born May 17, 1985), nicknamed ""Matty Ice"", is an American football quarterback for the Atlanta Falcons of the National Football League (NFL). After playing college football for Boston College, Ryan was drafted by the Falcons with the third overall pick in the first round of the 2008 NFL Draft.",Thomas Ryan was 52 years old in 2008.,Contradiction,modality
ANLI18351,The Hotline<br>Because someone close to Dani had taken his life she helped others. She volunteered at a suicide prevention hotline. It was hard for her sometimes but mostly she was glad she did it. She never thought she would ever be in that situation in her life. She just figures that maybe she could help someone choose differently.,Dani knew how hard it could be.,Entailment,modality
ANLI18625,"AURORA, Minn. (AP) - Authorities are now calling the death of a 16-year-old hunter in northeastern Minnesota a suicide. A member of the boy's hunting party found him dead in his hunting stand near Aurora late Saturday afternoon. The death initially was reported to authorities as an accidental shooting. But the St. Louis County Sheriff's Office said Sunday the death has been reclassified as a suicide. Copyright 2017 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",Authorities did not came to the conclusion that it was a murder,Entailment,modality
ANLI18747,"Henry Gabriel Ginaca (May 19, 1876 - 1918) was an American engineer who invented, at the direction of Hawaiian pineapple magnate James Dole in 1911, a machine that could peel and core pineapples in an automated fashion. Called the Ginaca machine, the invention exponentially increased pineapple production and revolutionized the fruit canning industry. He died in the Spanish flu epidemic.",Henry died 7 years after inventing the machine.,Entailment,modality
ANLI19082,"Selma Diamond (August 6, 1920 – May 13, 1985) was an American comedic actress and radio and television writer, known for her high-range, raspy voice, and her portrayal of Selma Hacker on the first two seasons of the NBC television comedy series ""Night Court"".",Selma Diamond died at age 60,Contradiction,modality
ANLI19140,"I am pleased to speak on this motion today, particularly since I drafted it two years ago as a result of some unfortunate circumstances in my home province of Saskatchewan but which could continue to have some importance as efforts to discover the extent of government's involvement in the APEC issue unfold.",My home province is Sasquatch.,Contradiction,modality
ANLI20171,"But Russia has to make the decision. We can work with them on security matters, for example, but it's their call to make. So I'm not exactly sure where the vice president is coming from, but I think one way for us to end up being viewed as the ugly American is for us to go around the world saying, we do it this way, so should you.",Russia listens to America.,Neutral,modality
ANLI20178,"""There is 'no indication of any security related event' that brought the plane down,"" said FBI spokesman Richard Kolko. Conditions of freezing drizzle, known as hard rime, were the most likely cause of the tragedy. The National Transportation Safety Board (NTSB) has announced that they would send a team to the crash site on Friday to begin the investigation. Lorenda Ward will serve as chief investigator with the assistance of NTSB Commissioner Steven Chealander and public affairs officer Keith Holloway. Ward has investigated several other plane crashes ―including the 2006 New York City plane crash that claimed the life of New York Yankees pitcher Corey Lidle.",Steven Chealander works for the National Transportation Safety Board. ,Entailment,modality
ANLI20638,"The East–West Shrine Game is an annual postseason college football all-star game played each January since 1925. The game is sponsored by the fraternal group Shriners International, and the net proceeds are earmarked to some of the Shrine's charitable works, most notably the Shriners Hospitals for Children. The game's slogan is ""Strong Legs Run That Weak Legs May Walk"".",The all star game is played after the postseason of college football.,Entailment,modality
ANLI20825,"One of the things I've done in Texas is I've been able to put together a good team of people. I've been able to set clear goals. The goals ought to be an education system that leaves no child behind, Medicare for our seniors, a Social Security system that's safe and secure, foreign policy that's in our nation's interest, and a strong military, and then bring people together to achieve those goals.",The education system is deeply flawed and no child should be left behind.,Neutral,modality
ANLI21250,"INSIGHT-Investors rush to develop rental housing as Chinese home prices surge HONG KONG, May 5 China's sky-high apartment prices and its footloose generation of millennials are fuelling demand for rental apartments, driving investment by foreign private equity funds and Chinese real estate developers.",Baby Boomers are the ones to blame for the sky rocket house prices.,Contradiction,modality
ANLI21561,Chalky<br>Hank's mouth felt sort of weird. He'd just gotten a composite resin filling the day before. Now there was a chalky taste and the feeling of something artificial. Hank read that alcohol could wear away the rosin material. He decided to binge on coffee to wash away the taste.,Hank got a filling two days ago,Contradiction,modality
ANLI21621,"Craig Neil Erickson (born May 17, 1969) is a former professional quarterback who was selected by the Philadelphia Eagles in the fifth round of the 1991 NFL Draft and also by the Tampa Bay Buccaneers in the fourth round of the 1992 NFL Draft. He is one of the few NFL players to be drafted twice, another famous example being Bo Jackson. Coincidentally, each was drafted by the Tampa Bay Buccaneers.",The Tampa team picked Erickson in the 4th round of the 1991 selection process.,Contradiction,modality
ANLI21679,"Witta son of Wecta is mentioned as a Jutish chieftain in the 449 entry of the ""Anglo-Saxon Chronicle"" as the father of Wihtgils and the grandfather of Hengest and Horsa. He also appears in the same role in Henry of Huntingdon's ""Historia Anglorum"". He is most probably mythological, but as a historical person he would have been born around 400 AD.",Witta son of Wecta like to listen to the lute.,Neutral,modality
ANLI21757,"JOHNSON CITY, TN (WJHL)- Crews were called to East Tennessee State University’s campus Monday evening to preform emergency maintenance on a broken water main. Traffic was re-routed around Gilbreath Drive in front of Governor’s Hall to fix the break. Crews told us the water main burst in two places sometime Monday afternoon, and they dug nearly six feet below the road to find the broken line. The water main repairs are expected to be completed by the end of the night. Copyright 2017 WJHL. All rights reserved.",The water main break could have been avoided.,Neutral,modality
ANLI22076,"I agree with that, and I did support that law. But I think that we should find a way to allow some kind of civic unions, and I basically agree with Dick Cheney and Joe Lieberman. And I think the three of us have one view and the Governor has another view.",All five friends are female.,Contradiction,modality
ANLI22085,"Kota Ramakrishna Karanth (born May 1, 1894) was an Indian lawyer and politician who served as the Minister of Land Revenue for the Madras Presidency from March 1, 1946 to March 23, 1947. He was the elder brother of noted Kannada novelist K. Shivarama Karanth.",Kota Ramakrishna Karanth was born after April,Contradiction,modality
ANLI22146,"My colleague from West Nova indicated that very thing, that we could accept some of the proposed changes, good changes which the Liberals have put forward but that we could not accept them based on the facts, figures and numbers we have at this time with respect to the taxation rates which will be attached to this bill.",My colleague also mentioned we could accept some of the proposed changes that were borderline good.,Neutral,modality
ANLI22311,The National Park Trust identified 20 high-priority sites - including the Blue Ridge Parkway in North Carolina and Virginia and Everglades National Park in Florida - as areas with private property that could be sold.,The Blue Ridge Parkway has been sold to private parties.,Neutral,modality
ANLI22404,"So she could only accept the situation .<br>`` Well , anyway , '' she thought , `` I 'll get Mary to point Sara Beaumont out to me , and I 'll store up a description of her in my mind to tell Fran tonight .<br>I must remember to take notice of the colour of her eyes .<br>Fran has always been exercised about that . ''<br>It was mid-forenoon when Frances arrived at Ashland station .<br>Grandmother Newbury 's man , Hiram , was waiting for her with the pony carriage , and Frances heartily enjoyed the three-mile drive to the Bay Shore Farm .<br>Grandmother Newbury came to the door to meet her granddaughter .",The speaker know's the color of Sara's eyes,Contradiction,modality
ANLI22429,The National Park Trust identified 20 high-priority sites - including the Blue Ridge Parkway in North Carolina and Virginia and Everglades National Park in Florida - as areas with private property that could be sold.,Private parties are interested in buying land from the National Park Trust.,Neutral,modality
ANLI22546,"Manson (upper body) will be in the lineup Sunday against the Oilers, Derek Van Diest of the Edmonton Sun reports. Manson was part of the morning skate Sunday, so it seemed likely that he would be able to play barring a setback. The 26-year-old has managed 31 points in 73 games, and he is returning from his absence to face an Oilers team on the second night of a back-to-back. Considering that Edmonton has a 3.16 GAA, this seems like a nice matchup to return for.",Manson will not play a 74th game,Contradiction,modality
ANLI22605,"""The Candidate"" is the 14th episode of the American Broadcasting Company's sixth season of the serial drama television series ""Lost"" and 117th episode overall. The episode aired on May 4, 2010, on ABC in the United States. The episode was written by Elizabeth Sarnoff and Jim Galasso and directed by Jack Bender. The episode is centered on Jack Shephard and John Locke.",ABC ran Lost for at least 6 seasons,Entailment,modality
ANLI22738,"How to live with both ibs and gerd<br>Know and avoid your trigger foods. Although completely separate conditions, both ibs and gerd come with a set of trigger foods. These may vary from person to person, but it's essential that you're aware of your trigger foods and you avoid them.",trigger foods are essential to be aware of and to avoid of both ibs and gerd since same condtions,Contradiction,modality
ANLI22965,"Ira Heiden (born September 22, 1966) is an American television and film actor, perhaps best known for his role in the 1987 horror film """" as Will Stanton. Ira's other film roles include the 1988 film ""Elvira, Mistress of the Dark"" and his most recent film is the 1996 film ""Timelock"".",Ira Heiden's first film role was in 1987.,Neutral,modality
ANLI23048,"How to file a complaint against a realtor in florida<br>Gather evidence that supports your complaint against the agent. The more documentation of misconduct or ineffectiveness you can provide, the more likely your complaint will be taken seriously. [substeps] Include copies of any supporting paperwork with your complaint.",Realtor's in Florida cannot act with misconduct but can be ineffective when representing their clients. ,Contradiction,modality
ANLI23099,"The leader of the New Democratic Party should know that the science advisory board which I appointed some months ago, chaired by the distinguished Dr. Roberta Bondar and including 15 or 20 outstanding Canadian scientists, is now doing an audit of the science capacity of Health Canada.",The science advisory board is being audited,Contradiction,modality
ANLI23220,How to prevent worms in dogs<br>Clean your dog's living area on a regular basis to remove feces and other waste materials. Dogs may become infected with worms from old feces that remains in your backyard. Use a poop scooper to clean up your dog's feces every day.,Worms get infected by dog feces.,Contradiction,modality
ANLI23225,"Uttar Pradesh, September 12: Rahul Gandhi today took an apparent dig at Prime Minister Narendra Modi over his expensive monogrammed suit as he said that he does not visit the farmers as he fears that his suit might get dirty. “He (Modi) does not go to the farmers so that his suit does not get dirty. He is a leader who loves to travel to the US and China,” the Congress vice president said addressing a meeting here in poll-bound Uttar Pradesh, reports economictimes.com.",Rahul Gandhi really digs Narendra Modi.,Contradiction,modality
ANLI23529,"The Cooper–Frost–Austin House is a historic Colonial American house, built in 1681. It is located at 21 Linnaean Street, Cambridge, Massachusetts. It is the oldest extant home in Cambridge and is owned and operated as a non-profit museum by Historic New England. The house is rarely open for public tours, but private tours can be arranged during the summer months.",The Cooper–Frost–Austin House offers private tours in early May.,Contradiction,modality
ANLI23755,"So she could only accept the situation .<br>`` Well , anyway , '' she thought , `` I 'll get Mary to point Sara Beaumont out to me , and I 'll store up a description of her in my mind to tell Fran tonight .<br>I must remember to take notice of the colour of her eyes .<br>Fran has always been exercised about that . ''<br>It was mid-forenoon when Frances arrived at Ashland station .<br>Grandmother Newbury 's man , Hiram , was waiting for her with the pony carriage , and Frances heartily enjoyed the three-mile drive to the Bay Shore Farm .<br>Grandmother Newbury came to the door to meet her granddaughter .",She arrived at mid-forenoon. ,Entailment,modality
ANLI23781,"Tenements (of the Anointed Flesh) is the fourth and final studio album by British industrial black metal band The Axis of Perdition. It was released on May 2, 2011, on Code666 Records. Dan ""Storm"" Mullins could not play drums on this album due to a broken arm so drums were programmed.",The Axis of Perdition are a korean pop group,Contradiction,modality
ANLI24006,"How to address an archbishop<br>Greet an archbishop formally by saying "" your excellency. "" when you approach an archbishop, it's best to give them a formal salutation. Both "" your excellency "" and "" your grace "" are acceptable and highly respectful greetings.",Archbishops should be treated just like any other member of the church,Contradiction,modality
ANLI24162,"Ratatouille is a video game based on the Pixar film of the same name. It was developed at Heavy Iron Studios and released by THQ, on June 26, 2007. ""Ratatouille"" was released on thirteen systems—Wii, Nintendo DS, PlayStation 3, PlayStation 2, PSP, Xbox 360, Xbox, Nintendo GameCube, Game Boy Advance, Microsoft Windows, OS X, J2ME, and mobile phone.",Ratatouille could be played in the car,Entailment,modality
ANLI24339,"Uncle Alec and Aunt Olivia were eager to go ; but Aunt Janet at first declared it was impossible .<br>`` How could we go away and leave the place to the mercy of all those young ones ? ''<br>she demanded .<br>`` We 'd come home and find them all sick , and the house burned down . ''",They were scared when they came back all the kids would be sick.,Entailment,modality
ANLI24553,"How to write a rhyming poem<br>Make a list of full rhymes. Words are said to rhyme when the endings and sounds of the words match. There are many different types of rhyme, but full rhymes or "" perfect "" rhymes are words like "" dog "" and "" bog, "" with identical vowel and consonant combinations.",A poem must have rhymes.,Neutral,modality
ANLI24625,"The Pickles<br>Ethan had cucumbers growing in his garden. He decided to make pickles with them. He chopped them and soaked them in vinegar. He added a few herbs, too. The pickles were delicious!",Ethan could have grown the herbs in the same garden.,Neutral,modality
ANLI24728,"WASHINGTON _ The winning numbers in Tuesday afternoon's drawing of the Dist. of Columbia Lottery's ""DC 5 Midday"" game were: 7-4-8-8-9 (seven, four, eight, eight, nine) Copyright 2018 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",The Associated Press copywrote this announcement.,Entailment,modality
Fever344,"Citizen Kane is a 1941 American mystery drama film by Orson Welles , its producer , co-screenwriter , director and star . George Orson Welles ( [ ˈwɛlz ] May 6 , 1915 -- October 10 , 1985 ) was an American actor , director , writer , and producer who worked in theatre , radio , and film . His first film was Citizen Kane ( 1941 ) , which he co-wrote , produced , directed , and starred in as Charles Foster Kane . Welles followed up Citizen Kane with 12 other feature films , the most acclaimed of which include The Magnificent Ambersons ( 1942 ) , Touch of Evil ( 1958 ) , and Chimes at Midnight ( 1966 ) .",Orson Welles was a producer.,Entailment,modality
Fever563,"Joseph Michael `` Joey '' Graceffa ( [ grəˈsɛfə ] born May 16 , 1991 ) is an American YouTube personality , actor , author , producer , and singer .",Joey Graceffa is a computer engineer.,Neutral,modality
Fever793,"Kid A is the fourth studio album by the English rock band Radiohead , released on 2 October 2000 by Parlophone . Radiohead . Radiohead 's third album , OK Computer ( 1997 ) , propelled them to international fame ; noted for its complex production and themes of modern alienation , it is often acclaimed as a landmark record of the 1990s and one of the best albums in popular music . Radiohead 's sixth album , Hail to the Thief ( 2003 ) , mixed rock and electronic music with lyrics inspired by the War on Terror , and was the band 's final album for EMI . Radiohead self-released their seventh album , In Rainbows ( 2007 ) , as a download for which customers could set their own price , to critical and chart success .",Radiohead has three albums released.,Entailment,modality
Fever1275,"Venom (comics) . Venom made his first appearance in The Amazing Spider-Man # 300 ( May 1988 ) . The Venom Symbiote 's first known host was Spider-Man , who eventually separated himself from the creature when he discovered its true nature .",Venom is usually connected to Spiderman.,Entailment,modality
Fever1464,"Marilyn Burns ; ( born Mary Lynn Ann Burns ; May 7 , 1949 -- August 5 , 2014 ) was an American actress who became known for her role as Sally Hardesty in the Texas Chainsaw Massacre film series .",Marilyn Burns was an fencer.,Neutral,modality
Fever1539,"James Maury `` Jim '' Henson ( September 24 , 1936 -- May 16 , 1990 ) was an American puppeteer , artist , cartoonist , inventor , screenwriter , film director and producer who achieved international fame as the creator of the Muppets .",Jim Henson was a singer.,Neutral,modality
Fever1684,"Karan Johar ( born 25 May 1972 ) , often informally referred to as KJo , is an Indian film director , producer , screenwriter , costume designer , actor and television personality who is primarily known for his work in Hindi films .",Karan Johar is a president.,Neutral,modality
Fever1741,"George Orson Welles ( [ ˈwɛlz ] May 6 , 1915 -- October 10 , 1985 ) was an American actor , director , writer , and producer who worked in theatre , radio , and film . Other works of his , such as The Lady from Shanghai ( 1947 ) and F for Fake ( 1973 ) , are also well-regarded . The Lady from Shanghai is a 1947 film noir directed by Orson Welles and starring Welles , his estranged wife Rita Hayworth and Everett Sloane .",Orson Welles was a thespian.,Entailment,modality
Fever1882,"Clinton Eastwood Jr. '' ' ( born May 31 , 1930 ) is an American actor , filmmaker , musician , and political figure . `` Clint Eastwood '' is a song by British virtual band Gorillaz , released as the first single from their self-titled debut album in March 2001 . Clint Eastwood , an audiophile , has had a strong passion for music all his life , particularly jazz and country and western music .",Clint Eastwood performs music.,Neutral,modality
Fever2038,Victoria ( Alexandrina Victoria ; 24 May 1819 -- 22 January 1901 ) was Queen of the United Kingdom of Great Britain and Ireland from 20 June 1837 until her death . She was the last British monarch of the House of Hanover .,Queen Victoria was queen of a country.,Neutral,modality
Fever2178,"Grace Jones . Born in Jamaica , at age 13 she moved with her siblings to their parents ' home in Syracuse , New York . Warm Leatherette is the fourth studio album by Grace Jones , released on 9 May 1980 by Island Records .",Warm Leatherette is by a woman.,Entailment,modality
Fever2232,"X-Men: Days of Future Past . With a budget of $ 200 million , principal photography began in Montreal , Quebec in April 2013 and concluded in August the same year , with additional filming and pick-ups taking place in November 2013 and February 2014 . X-Men : Days of Future Past premiered in New York City on May 10 , 2014 , and was theatrically released on May 23 .",X-Men: Days of Future Past came out after 2010.,Entailment,modality
Fever2426,"Jordan Nathaniel Marcel Knight ( born May 17 , 1970 ) is an American singer-songwriter and actor , best known as the lead singer of the boy band New Kids on the Block ( NKOTB ) , who rose to fame in the 1980s and 1990s .",Jordan Knight is a film actor.,Neutral,modality
Fever2436,"France ( [ fʁɑ̃s ] ) , officially the French Republic ( [ ʁepyblik fʁɑ̃sɛz ] ) , is a country with territory in western Europe and several overseas regions and territories . Minnesota ( [ [ ˌmɪnəˈso̞ɾɐ ] help = no ] ) is a state in the midwestern and northern regions of the United States . Minnesota was admitted as the 32nd U.S. state on May 11 , 1858 , created from the eastern half of the Minnesota Territory . Minnesota is the 12th largest in area and the 21st most populous of the U.S. states ; nearly 60 percent of its residents live in the Minneapolis -- Saint Paul metropolitan area ( known as the `` Twin Cities '' ) , the center of transportation , business , industry , education , and government and home to an internationally known arts community .",Minnesota is in France.,Contradiction,modality
Fever2454,"The Hereditary Disease Foundation ( HDF ) aims to cure genetic disorders , notably Huntington 's disease , by supporting basic biomedical research . Huntington's disease . The genetic basis was discovered in 1993 by an international collaborative effort led by the Hereditary Disease Foundation .",Huntington's disease is a disorder that may be inherited.,Entailment,modality
